feature,importance
price_change,3
bb_width,3
rsi,3
volatility_10d,2
price_change_10d,2
bb_lower,1
price_change_5d,1
volume_ratio,1
sma_10,1
hl_spread,1
support,1
volatility_20d,1
support_distance,1
macd,1
resistance_distance,1
day_of_week,1
sma_50,1
hl_spread_avg,0
resistance,0
month,0
sma_5,0
volume_sma,0
bb_position,0
bb_upper,0
bb_middle,0
macd_histogram,0
macd_signal,0
ema_26,0
ema_12,0
sma_20,0
quarter,0
