feature,importance
hl_spread,2
support_distance,2
rsi,2
sma_5,1
price_change_10d,1
bb_position,1
resistance_distance,1
ema_26,1
volatility_10d,1
price_change,1
volatility_20d,0
support,0
hl_spread_avg,0
resistance,0
day_of_week,0
month,0
price_change_5d,0
volume_sma,0
volume_ratio,0
sma_10,0
bb_width,0
bb_lower,0
bb_upper,0
bb_middle,0
macd_histogram,0
macd_signal,0
macd,0
ema_12,0
sma_50,0
sma_20,0
quarter,0
