Date,sma_5,sma_10,sma_20,sma_50,ema_12,ema_26,macd,macd_signal,macd_histogram,rsi,bb_middle,bb_upper,bb_lower,bb_width,bb_position,volume_sma,volume_ratio,price_change,price_change_5d,price_change_10d,volatility_10d,volatility_20d,hl_spread,hl_spread_avg,support,resistance,support_distance,resistance_distance,day_of_week,month,quarter,target
2022-03-25 00:00:00-04:00,0.6287074679559507,0.5012486447187186,0.4139410563372018,0.5833636501017399,0.5254771012719012,0.5089849644327445,0.29210823661288715,-0.4716413219398894,2.3311951476849644,1.071481588823544,0.4139410563372018,0.5756303211065389,0.25678509848177844,1.1012844635280312,0.9432897416333818,1.5267581007363622,-1.2294392100235434,0.3387233439394598,0.5464621302081625,1.9886952222244378,0.05819401165690558,0.4328761758700929,-0.35228140738739405,0.3263772354926569,0.3517294046321629,0.5315510890355374,1.17367325337186,-0.649181767489625,1.417230637279353,-1.0190533967514268,-1.3410112378278243,0.5141351327580251
2022-03-28 00:00:00-04:00,0.667322983488366,0.569400862520277,0.431147305424915,0.5804267703225419,0.5643731410417883,0.5316170231516347,0.49400494355263125,-0.27012278070308154,2.3672130870843135,1.3354582598759661,0.431147305424915,0.6290083730506103,0.24000761428043924,1.3631857635145979,0.9799237056167179,1.4046280206445965,-1.152867572328476,0.5012590257514175,0.8413993016721376,2.4154338002253257,-0.10018072666825012,0.43386254107751604,-0.032808102812156036,0.21983028748465722,0.3517294046321629,0.5838075896915659,1.3760377968037227,-0.6630168725858755,-1.4518622130023446,-1.0190533967514268,-1.3410112378278243,0.9314032518651564
2022-03-29 00:00:00-04:00,0.7078467817312337,0.6319201209316521,0.45891734521891836,0.5793277672010142,0.6119705702860831,0.5597494538080288,0.7358262770326868,-0.057744963337303286,2.4969254578255367,1.2312098833455332,0.45891734521891836,0.7018084679672512,0.2253726441816344,1.6879170415697624,1.086194798185449,1.3518411326754693,-0.33163740085766924,0.900923364124831,0.8783078825628678,2.151051350084908,-0.2014223534625862,0.3752676883626292,-0.3073889403658389,0.09553074920518587,0.3517294046321629,0.6925717833602466,1.7189733107202474,-0.6364168566527312,-0.7345890004319202,-1.0190533967514268,-1.3410112378278243,-0.5828855836641703
2022-03-30 00:00:00-04:00,0.7572256581788928,0.6733439600715203,0.47734676524672975,0.5802189385291079,0.6446119862419699,0.5820675561325548,0.8654068710908405,0.13957310955633367,2.317039143577841,1.1570563594896857,0.47734676524672975,0.75127353715348,0.21458670942280497,1.9118748889663035,0.7901641448800741,1.2857256110358968,-1.0076033689508253,-0.5494803879113809,1.1157591679985912,1.3308269207998953,-0.24786727983771942,0.3398824968504381,-0.3296740757693665,-0.09910688748194074,0.3517294046321629,0.6925717833602466,1.5417616404789767,-0.49611037572570454,-0.017315787861495804,-1.0190533967514268,-1.3410112378278243,-1.3468639436735674
2022-03-31 00:00:00-04:00,0.7606873476584823,0.693453816120744,0.491594531098383,0.5801363072319078,0.6533668991360921,0.5935131767196792,0.8347359735882898,0.29093841893161715,1.7681405036238749,1.0459214182016185,0.491594531098383,0.7769365957843066,0.2179724156960653,1.9927107699020261,0.34757142573978395,1.2706689343815085,-0.546584012583297,-1.281227894617902,-0.05128905252186287,0.5447159181542817,-0.026971972938173206,0.4008348882349441,0.3558178975950404,-0.11824749293697803,0.3517294046321629,0.6925717833602466,1.0940249481653401,-0.14161701987106823,0.6999574247089286,-1.0190533967514268,-1.3410112378278243,0.20926243559528956
2022-04-01 00:00:00-04:00,0.7616329139444935,0.7074666264562853,0.5101161015605876,0.5823564652566307,0.6648206360110182,0.6060881423051716,0.8233585624827924,0.40962350781495666,1.377780333571007,1.2890867531457602,0.5101161015605876,0.8050376824827701,0.22727651694164933,2.059194513192118,0.3596102323428369,1.184965222806633,-0.760398891508549,0.2092483515106272,-0.11438759794797593,0.31929398570613177,-0.08234139672099891,0.3773686964915599,-0.4501098811593525,-0.22228398692132878,0.3517294046321629,0.6925717833602466,1.1912419110744559,-0.2185880790209565,1.417230637279353,-0.7214610680363275,-0.428072487422915,0.5913573967963853
2022-04-04 00:00:00-04:00,0.76403756123829,0.7280370956241627,0.5426840489558636,0.5888520201748778,0.6841437165994843,0.6224385665687282,0.862456121849742,0.5128435861521605,1.1930531788644734,1.171186354597323,0.5426840489558636,0.8267420661159237,0.2694633477318387,1.9727640055364586,0.4680167475757834,1.0188176042556578,-0.6670205097398394,0.5752234233445782,-0.07847533952964876,0.5530836914516489,-0.06554586855083669,0.11235255900027027,-0.37899008857278277,-0.26559265982428676,0.3517294046321629,0.6925717833602466,1.4200432293180283,-0.39974041368669017,-1.4518622130023446,-0.7214610680363275,-0.428072487422915,-1.0937386445691724
2022-04-05 00:00:00-04:00,0.7280765243431153,0.7303251933584585,0.5729362321782943,0.5928960082236244,0.6854315500709033,0.6302167517613926,0.7849086926695668,0.5790126683025756,0.7504847703781109,0.47637776415143035,0.5729362321782943,0.818452877632078,0.3351690308487591,1.683697838625456,0.10721975260132316,0.8492416706164098,-0.27243074915640075,-1.0387814901127999,-1.0163931053180932,-0.09901454946678745,-0.00028025708247746454,0.15246719787881738,0.526660370341605,-0.18748543752426491,0.35803517316977584,0.6925717833602466,1.034066597224258,-0.1151410410633907,-0.7345890004319202,-0.7214610680363275,-0.428072487422915,-0.8623286695834284
2022-04-06 00:00:00-04:00,0.6871102855098451,0.7345438968141339,0.5902867294131978,0.5972814599766154,0.6750070060339892,0.6317917082219484,0.6392351827339884,0.6011272805858355,0.22426095395156742,-0.025024276453542705,0.5902867294131978,0.8171407967094301,0.3696448257836572,1.5431691326829298,-0.1931767644145339,0.8023199924216301,-0.03185461385078353,-0.8171342798164878,-1.1449984407617486,-0.029172085313802595,-0.03685031078567518,0.062265826593463844,-0.10650986053267723,-0.16225756194307847,0.35803517316977584,0.6925717833602466,0.7528011835410636,0.10734347102240481,-0.017315787861495804,-0.7214610680363275,-0.428072487422915,0.27809129500685487
2022-04-07 00:00:00-04:00,0.676910900300594,0.7311651300633347,0.6108312749023356,0.60256651447227,0.6711773954659842,0.6356892029723752,0.545946756790471,0.5990816122135051,-0.0643298549007225,-0.18453748123862368,0.6108312749023356,0.8108014305289424,0.41492806600995236,1.3416505071244955,-0.1397998275993782,0.7912574625276372,-0.20567237301137845,0.275173446906308,-0.3926518526457971,-0.2983774503809592,-0.15985113950297614,0.04973550865386235,0.32212970624600673,-0.11524889968528416,0.35803517316977584,0.6925717833602466,0.8753980332706258,0.010367806868902738,0.6999574247089286,-0.7214610680363275,-0.428072487422915,-0.2855278220575853
