Date,open,high,low,close,volume,dividends,stock_splits,symbol,date,sma_5,sma_10,sma_20,sma_50,ema_12,ema_26,macd,macd_signal,macd_histogram,rsi,bb_middle,bb_upper,bb_lower,bb_width,bb_position,volume_sma,volume_ratio,price_change,price_change_5d,price_change_10d,volatility_10d,volatility_20d,hl_spread,hl_spread_avg,support,resistance,support_distance,resistance_distance,day_of_week,month,quarter,target_price_1d,target_return_1d,target_direction_1d,target_price_5d,target_return_5d,target_direction_5d,target_price_10d,target_return_10d,target_direction_10d
2020-03-30 00:00:00-04:00,2558.97998046875,2631.800048828125,2545.280029296875,2626.64990234375,5751120000,0.0,0.0,^GSPC,2020-03-30 00:00:00-04:00,2544.216015625,2460.0079833984373,2633.8919921875,3018.65318359375,2552.73887453349,2704.5490158957205,-151.8101413622303,-181.12936680468943,29.31922544245913,43.548369602194576,2633.8919921875,3152.4071074222875,2115.3768769527123,1037.0302304695751,0.4930165103861335,7461392000.0,0.7707837894055157,0.03351600948370015,0.17397426342615274,0.100799215190982,0.050519525526802236,0.06068708234409273,0.032939303960550094,0.05558208145120465,2191.860107421875,3136.719970703125,0.165530166214353,0.1941903517116009,0,3,1,2584.590087890625,-0.016012721914555564,0,2663.679931640625,0.014097816866965499,1,2846.06005859375,0.08353231850739648,1
2020-03-31 00:00:00-04:00,2614.68994140625,2641.389892578125,2571.14990234375,2584.590087890625,6576210000,0.0,0.0,^GSPC,2020-03-31 00:00:00-04:00,2571.668017578125,2465.547998046875,2612.952990722656,3003.7525830078125,2557.6392168308575,2695.5872908703495,-137.94807403949198,-172.49309978122386,34.54502574173188,45.834379261142324,2612.952990722656,3101.608051437348,2124.297930007964,977.3101214293838,0.4709786052450287,7471377000.0,0.8801871462248525,-0.016012721914555605,0.05608561386651423,0.021904304448392642,0.04794943778705289,0.06051868191279168,0.02717645268526907,0.05091040852268809,2191.860107421875,3130.969970703125,0.15195058679083256,0.21139904752107902,1,3,1,2470.5,-0.04414243033166545,0,2659.409912109375,0.028948429605645164,1,2783.360107421875,0.07690581979035338,1
2020-04-01 00:00:00-04:00,2498.080078125,2522.75,2447.489990234375,2470.5,5964000000,0.0,0.0,^GSPC,2020-04-01 00:00:00-04:00,2570.656005859375,2472.78798828125,2579.9719848632812,2986.7467822265626,2544.232823209036,2678.782411801449,-134.54958859241333,-164.9043915890751,30.35480299666176,49.70783460229334,2579.9719848632812,3006.783660982332,2153.1603087442304,853.6233522381017,0.3717561034661735,7515926000.0,0.7935149973536195,-0.04414243033166543,-0.0020440055882241515,0.03019052558085833,0.04702201519110425,0.0599971733958969,0.030463472886308438,0.04674062463325622,2191.860107421875,3083.0400390625,0.11278684176406598,0.2479417280155839,2,4,2,2526.89990234375,0.022829347234871483,1,2749.97998046875,0.11312688948340417,1,2799.550048828125,0.13319168137143292,1
2020-04-02 00:00:00-04:00,2458.5400390625,2533.219970703125,2455.7900390625,2526.89990234375,6464190000,0.0,0.0,^GSPC,2020-04-02 00:00:00-04:00,2550.02197265625,2484.5389892578123,2555.119982910156,2970.8497802734373,2541.5661593636855,2667.449590051928,-125.8834306882427,-157.1001945101347,31.216763821892016,44.10370270294782,2555.119982910156,2927.4966010139065,2182.7433648064057,744.7532362075008,0.4621081464377236,7560171000.0,0.8550322472864701,0.02282934723487151,-0.03922715491758055,0.0487716870264967,0.04740209571904927,0.060150233649996554,0.03064226310223337,0.04369583795809047,2191.860107421875,2985.929931640625,0.13258926268156443,0.1816573853483929,3,4,2,2488.64990234375,-0.015137125124949493,0,2789.820068359375,0.10404850851898063,1,2874.56005859375,0.13758366761086907,1
2020-04-03 00:00:00-04:00,2514.919921875,2538.179931640625,2459.9599609375,2488.64990234375,6096970000,0.0,0.0,^GSPC,2020-04-03 00:00:00-04:00,2539.457958984375,2502.9119873046875,2530.933972167969,2954.1119775390625,2533.425040109534,2654.1155460912873,-120.69050598175318,-149.81825314769947,29.12774716594629,54.021403201784764,2530.933972167969,2847.918772357423,2213.9491719785146,633.9696003789086,0.43330268549320544,7537257500.0,0.8089109334529171,-0.015137125124949469,-0.020783274627778403,0.07971208835719112,0.044928081054814634,0.060135242448590975,0.03143068481808523,0.04000786863777903,2191.860107421875,2882.590087890625,0.11925735100078383,0.1582947385149963,4,4,2,2663.679931640625,0.07033131865275062,1,2761.6298828125,0.10968998902242702,1,2823.159912109375,0.13441424985113076,1
2020-04-06 00:00:00-04:00,2578.280029296875,2676.85009765625,2574.570068359375,2663.679931640625,6403840000,0.0,0.0,^GSPC,2020-04-06 00:00:00-04:00,2546.86396484375,2545.539990234375,2526.7899658203123,2941.4761767578125,2553.4645804361344,2654.8284558627925,-101.36387542665807,-140.1273737103305,38.76349828367242,55.146367635350806,2526.7899658203123,2833.9194265075926,2219.660505133032,614.2589213745605,0.7228538504804889,7435385000.0,0.8612654220326184,0.07033131865275055,0.014097816866965429,0.19052473759846533,0.046609605716717094,0.06021629426519837,0.038398017750532906,0.038981760079465896,2191.860107421875,2882.590087890625,0.17713082514690298,0.08218335605928748,0,4,2,2659.409912109375,-0.0016030527844311953,0,2846.06005859375,0.06846923490570905,1,2736.56005859375,0.027360692284165072,1
2020-04-07 00:00:00-04:00,2738.64990234375,2756.889892578125,2657.669921875,2659.409912109375,7050410000,0.0,0.0,^GSPC,2020-04-07 00:00:00-04:00,2561.8279296875,2566.7479736328123,2515.648962402344,2929.79177734375,2569.764086764797,2655.1697899180863,-85.40570315328932,-129.18303608154775,43.77733292825843,61.074046736496825,2515.648962402344,2781.94061442559,2249.3573103790977,532.5833040464922,0.7699313865356948,7405803500.0,0.9520114866671793,-0.0016030527844311804,0.028948429605645254,0.08665763391706371,0.03855775598204432,0.05909291039174674,0.037309017406957884,0.0384112387929948,2191.860107421875,2825.60009765625,0.1758096044383965,0.06249137629747994,1,4,2,2749.97998046875,0.03405645287963042,1,2783.360107421875,0.046608157226196816,1,2799.31005859375,0.052605709953682855,1
2020-04-08 00:00:00-04:00,2685.0,2760.75,2663.300048828125,2749.97998046875,5875710000,0.0,0.0,^GSPC,2020-04-08 00:00:00-04:00,2617.72392578125,2594.1899658203124,2516.078967285156,2919.2665771484376,2597.4899320493414,2662.230439918288,-64.74050786894668,-116.2945271252619,51.554019256315215,63.52503192067966,2516.078967285156,2783.928606258756,2248.229328311556,535.6992779472002,0.9366274565086268,7328029000.0,0.80181314784644,0.03405645287963033,0.1131268894834041,0.11085165190089752,0.03937115200858832,0.058563634014232174,0.03543660385311754,0.03533458342352648,2191.860107421875,2760.75,0.20295415857963456,0.003916399249355331,2,4,2,2789.820068359375,0.014487410153376472,1,2799.550048828125,0.018025610626781905,1,2797.800048828125,0.017389242357765743,1
2020-04-09 00:00:00-04:00,2776.989990234375,2818.570068359375,2762.360107421875,2789.820068359375,7899550000,0.0,0.0,^GSPC,2020-04-09 00:00:00-04:00,2670.307958984375,2610.1649658203123,2531.537976074219,2909.59498046875,2627.0794756276105,2671.7284473281693,-44.64897170055883,-101.96541309299347,57.31644139243464,70.29753764416441,2531.537976074219,2825.2187664655976,2237.8571856828403,587.3615807827573,0.9397326974313711,7280466000.0,1.0850335679062302,0.014487410153376512,0.10404850851898062,0.06073982663878286,0.035141649306559664,0.05396505552777785,0.020148238796832408,0.03216741459882838,2191.860107421875,2818.570068359375,0.2143363895468519,0.010305324105330983,3,4,2,2761.6298828125,-0.010104660822607445,0,2874.56005859375,0.03037471527122841,1,2836.739990234375,0.016818260936302055,1
2020-04-13 00:00:00-04:00,2782.4599609375,2782.4599609375,2721.169921875,2761.6298828125,5319530000,0.0,0.0,^GSPC,2020-04-13 00:00:00-04:00,2724.903955078125,2632.18095703125,2534.068469238281,2899.1543798828125,2647.779711025627,2678.418415720855,-30.63870469522817,-87.70006906607156,57.06136437084339,72.69098399322328,2534.068469238281,2835.0424479257827,2233.0944905507795,601.9479573750032,0.8780416741782414,7131489000.0,0.7459213636871627,-0.010104660822607414,0.10968998902242699,0.08662699722887757,0.032865390156941,0.050146483635763565,0.022193429845161212,0.03061374851050482,2191.860107421875,2818.570068359375,0.20631648684593457,0.02061832612011207,0,4,2,2846.06005859375,0.03057258914625612,1,2823.159912109375,0.022280331509960186,1,2878.47998046875,0.04231200508927267,1
2020-04-14 00:00:00-04:00,2805.10009765625,2851.85009765625,2805.10009765625,2846.06005859375,5615730000,0.0,0.0,^GSPC,2020-04-14 00:00:00-04:00,2761.37998046875,2654.12197265625,2557.064978027344,2891.5651806640626,2678.2845952953135,2690.8891359835957,-12.604540688282214,-72.6809614133929,60.07642072511068,69.36239640654728,2557.064978027344,2879.9325517992224,2234.1974042554652,645.7351475437572,0.9475442937645312,7022003000.0,0.7997333524351955,0.030572589146256046,0.068469234905709,0.0835323185073964,0.03263201019665693,0.041408722130498433,0.016426216958717085,0.02896243981032151,2191.860107421875,2851.85009765625,0.2298616113867667,0.0020344050874881686,1,4,2,2783.360107421875,-0.02203043852941575,0,2736.56005859375,-0.038474240791005795,0,2863.389892578125,0.006089061238200905,1
2020-04-15 00:00:00-04:00,2795.639892578125,2801.8798828125,2761.5400390625,2783.360107421875,5208000000,0.0,0.0,^GSPC,2020-04-15 00:00:00-04:00,2786.17001953125,2673.998974609375,2569.773486328125,2882.253984375,2694.450155291747,2697.7658067575585,-3.3156514658116976,-58.807897962872545,55.49224649706085,64.46265197124697,2569.773486328125,2907.679990891553,2231.8669817646964,675.8130091268567,0.8160439621748357,6863890500.0,0.7587533629797854,-0.022030438529415775,0.04660815722619671,0.07690581979035338,0.03318563810770843,0.04020765694579952,0.014493217619392169,0.027694116303733824,2191.860107421875,2851.85009765625,0.2125129258060269,0.024606945415271753,2,4,2,2799.550048828125,0.005816689462164546,1,2799.31005859375,0.005730466255280514,1,2939.510009765625,0.05610122165916431,1
2020-04-16 00:00:00-04:00,2799.340087890625,2806.510009765625,2764.320068359375,2799.550048828125,5228810000,0.0,0.0,^GSPC,2020-04-16 00:00:00-04:00,2796.084033203125,2706.9039794921873,2589.845983886719,2872.29318359375,2710.6194514328345,2705.332858715398,5.286592717436633,-45.988998746820585,51.27559146425722,59.15316087907474,2589.845983886719,2932.4755186096786,2247.216449163759,685.2590694459195,0.8060215826270883,6685366000.0,0.7821277099862596,0.005816689462164515,0.018025610626781985,0.1331916813714329,0.027799523314594333,0.03787609851089673,0.0150702579594569,0.02615479481104867,2191.860107421875,2851.85009765625,0.2170670039139416,0.018681590939950327,3,4,2,2874.56005859375,0.026793594848223464,1,2797.800048828125,-0.0006251004516717034,0,2912.429931640625,0.04032072327471011,1
2020-04-17 00:00:00-04:00,2842.429931640625,2879.219970703125,2830.8798828125,2874.56005859375,5804810000,0.0,0.0,^GSPC,2020-04-17 00:00:00-04:00,2813.03203125,2741.6699951171877,2613.1044921875,2863.0905859375,2735.841191204795,2717.910497196959,17.930694007835882,-33.20505933425348,51.13575334208936,68.25730988517597,2613.1044921875,2967.1204835255653,2259.0885008494347,708.0319826761306,0.8692708420007145,6577801500.0,0.8824848241467913,0.026793594848223412,0.03037471527122837,0.13758366761086904,0.027984155680653783,0.038083069345655134,0.016816516929645656,0.0247722201937899,2191.860107421875,2879.219970703125,0.23749719513804676,0.0016210870583287286,4,4,2,2823.159912109375,-0.017881048034014715,0,2836.739990234375,-0.013156819683175024,0,2830.7099609375,-0.015254542177734738,0
2020-04-20 00:00:00-04:00,2845.6201171875,2868.97998046875,2820.429931640625,2823.159912109375,5228630000,0.0,0.0,^GSPC,2020-04-20 00:00:00-04:00,2825.338037109375,2775.12099609375,2639.016491699219,2852.63818359375,2749.274889203753,2725.7310978819237,23.543791321829303,-21.855288591058496,45.3990799128878,61.18529170375851,2639.016491699219,2973.3726509289427,2304.660332469495,668.7123184594475,0.7753701634125393,6386535500.0,0.8186958328189047,-0.01788104803401469,0.022280331509960227,0.1344142498511307,0.028305774416674544,0.03661834294573945,0.01719705944388037,0.02334885765636941,2191.860107421875,2879.219970703125,0.22361461069904925,0.01985720268741834,0,4,2,2736.56005859375,-0.030674795694063377,0,2878.47998046875,0.019595088511313412,1,2842.739990234375,0.006935518615511365,1
2020-04-21 00:00:00-04:00,2784.81005859375,2785.5400390625,2727.10009765625,2736.56005859375,5121010000,0.0,0.0,^GSPC,2020-04-21 00:00:00-04:00,2803.438037109375,2782.4090087890627,2663.974499511719,2840.815185546875,2747.3187554259293,2726.5355621229255,20.783193303003827,-13.327591844396038,34.110785147399866,58.23265626888811,2663.974499511719,2941.854638491843,2386.0943605315947,555.7602779602485,0.6306058780387015,6272017000.0,0.816485350725293,-0.030674795694063395,-0.03847424079100581,0.027360692284165156,0.02314255666744979,0.03669916288592166,0.02135525629073196,0.021644581510389317,2344.43994140625,2879.219970703125,0.1432894249684404,0.05213110951516422,1,4,2,2799.31005859375,0.022930247703843804,1,2863.389892578125,0.04634644636651961,1,2868.43994140625,0.048191846693936544,1
2020-04-22 00:00:00-04:00,2787.889892578125,2815.10009765625,2775.949951171875,2799.31005859375,5084920000,0.0,0.0,^GSPC,2020-04-22 00:00:00-04:00,2806.62802734375,2796.3990234375,2681.5734985351564,2829.7595849609374,2755.317438182598,2731.9406925976837,23.37674558491426,-5.986724105209944,29.363469690124205,68.86178301595598,2681.5734985351564,2945.9372543874947,2417.209742682818,528.7275117046765,0.7226790879086238,6148105500.0,0.8270710383873536,0.022930247703843776,0.00573046625528062,0.052605709953682966,0.023895195021896923,0.031274847785084,0.013985641341939203,0.01931224390388745,2407.530029296875,2879.219970703125,0.13995592524455402,0.02854628834846477,2,4,2,2797.800048828125,-0.0005394221197431635,0,2939.510009765625,0.050083752152237565,1,2848.419921875,0.017543559753406036,1
2020-04-23 00:00:00-04:00,2810.419921875,2844.89990234375,2794.260009765625,2797.800048828125,5773530000,0.0,0.0,^GSPC,2020-04-23 00:00:00-04:00,2806.27802734375,2801.1810302734375,2697.685498046875,2818.5605859375,2761.853238769075,2736.8312500654415,25.02198870363327,0.21501862777011874,24.806970075863152,66.58422434117134,2697.685498046875,2948.0931955832125,2447.277800510538,500.8153950726746,0.6999031015544599,6021781500.0,0.9587744092009981,-0.0005394221197431159,-0.0006251004516717451,0.017389242357765733,0.02168713168245156,0.031303298823623524,0.018099896952727488,0.017578573213848446,2447.489990234375,2879.219970703125,0.12520911161627846,0.029101408411620844,3,4,2,2836.739990234375,0.013918057304545485,1,2912.429931640625,0.04097143498889901,1,2881.18994140625,0.029805522597318328,1
2020-04-24 00:00:00-04:00,2812.639892578125,2842.7099609375,2791.760009765625,2836.739990234375,5382810000,0.0,0.0,^GSPC,2020-04-24 00:00:00-04:00,2798.714013671875,2805.8730224609376,2708.018994140625,2807.70638671875,2773.3742988351596,2744.248871633548,29.12542720161173,5.997100470239119,23.12832673137261,71.29172584034085,2708.018994140625,2963.68026421088,2452.3577240703703,511.3225401405098,0.7517412904550965,5902572500.0,0.9119430553373127,0.013918057304545428,-0.013156819683175058,0.01681826093630212,0.02165123980867204,0.028505269165760946,0.01796074062031517,0.01735982339619672,2447.489990234375,2879.219970703125,0.13721736970607576,0.014974929184553235,4,4,2,2878.47998046875,0.014714069804799555,1,2830.7099609375,-0.002125689812120141,0,2929.800048828125,0.032805283146891885,1
2020-04-27 00:00:00-04:00,2854.64990234375,2887.719970703125,2852.889892578125,2878.47998046875,5203930000,0.0,0.0,^GSPC,2020-04-27 00:00:00-04:00,2809.77802734375,2817.5580322265623,2724.869494628906,2797.7971875,2789.5444290917167,2754.2130292561496,35.33139983556703,11.863960446963143,23.467439388603886,65.69853606348353,2724.869494628906,2978.7291065299296,2471.0098827278825,507.71922380204705,0.8025500683025834,5852685500.0,0.8891525095616363,0.014714069804799612,0.01959508851131342,0.042312005089272686,0.021547018211235024,0.027143995411876103,0.01210016340614884,0.016350496752295485,2447.489990234375,2887.719970703125,0.14972832646353504,0.003210024143669848,0,4,2,2863.389892578125,-0.005242380698498947,0,2842.739990234375,-0.012416271948000442,0,2930.18994140625,0.017964328843127552,1
2020-04-28 00:00:00-04:00,2909.9599609375,2921.14990234375,2860.7099609375,2863.389892578125,5691160000,0.0,0.0,^GSPC,2020-04-28 00:00:00-04:00,2835.143994140625,2819.291015625,2736.706494140625,2787.461787109375,2800.9052847221797,2762.3161016959953,38.5891830261844,17.209005038358402,21.380177987826,64.67565389498475,2736.706494140625,2993.3450309870077,2480.0679572942427,513.277073692765,0.7468128909909765,5849687500.0,0.9728998343928629,-0.005242380698498916,0.04634644636651952,0.006089061238200966,0.019594331991598574,0.026496447869953952,0.02110782801982701,0.01681865785840648,2447.489990234375,2921.14990234375,0.14524738786770114,0.020171898320706625,1,4,2,2939.510009765625,0.026583916282166987,1,2868.43994140625,0.0017636609115701187,1,2870.1201171875,0.00235043946576038,1
2020-04-29 00:00:00-04:00,2918.4599609375,2954.860107421875,2912.159912109375,2939.510009765625,6645640000,0.0,0.0,^GSPC,2020-04-29 00:00:00-04:00,2863.183984375,2834.906005859375,2754.452490234375,2778.8461865234376,2822.229112547359,2775.4654630984433,46.76364944891566,23.119933987309576,23.64371546160608,63.9255771836616,2754.452490234375,3015.8424250773846,2493.0625553913655,522.7798696860191,0.8539874625287222,5853159000.0,1.13539372499534,0.026583916282167053,0.05008375215223748,0.05610122165916431,0.01933501884352184,0.0264597511153858,0.014526296957874486,0.016821965792254708,2447.489990234375,2954.860107421875,0.1673816445246533,0.005221991966434536,2,4,2,2912.429931640625,-0.009212446303987638,0,2848.419921875,-0.030988187687065523,0,2820.0,-0.04065643912372792,0
2020-04-30 00:00:00-04:00,2930.909912109375,2930.909912109375,2892.469970703125,2912.429931640625,6544980000,0.0,0.0,^GSPC,2020-04-30 00:00:00-04:00,2886.1099609375,2846.193994140625,2776.5489868164063,2769.371787109375,2836.106174839185,2785.628072887067,50.47810195211787,28.59156762976904,21.886534322348826,59.18081419879156,2776.5489868164063,3010.1050514193303,2542.9929222134824,467.11212920584785,0.7908957749721339,5882208000.0,1.1126740162877613,-0.009212446303987654,0.04097143498889899,0.040320723274710035,0.019895895528287542,0.02395570007128628,0.013198580672667404,0.01663479806357576,2455.7900390625,2954.860107421875,0.15679000123477355,0.014568651187205834,3,4,2,2830.7099609375,-0.0280590340784922,0,2881.18994140625,-0.010726434958995543,0,2852.5,-0.02057729560788622,0
2020-05-01 00:00:00-04:00,2869.090087890625,2869.090087890625,2821.610107421875,2830.7099609375,4759810000,0.0,0.0,^GSPC,2020-05-01 00:00:00-04:00,2884.903955078125,2841.808984375,2791.7394897460936,2758.52138671875,2835.2759874168587,2788.972680946905,46.303306469953895,32.133915423442,14.169391046511898,54.788712562162274,2791.7394897460936,2994.405294973579,2589.073684518608,405.33161045497127,0.5961446632490947,5796989000.0,0.8210831519604401,-0.028059034078492195,-0.002125689812120135,-0.015254542177734698,0.020508045306774896,0.025035220268820043,0.016773170379145858,0.016630463408525777,2459.9599609375,2954.860107421875,0.1309742096916251,0.04385830699633312,4,5,2,2842.739990234375,0.004249827591976532,1,2929.800048828125,0.035005383546185515,1,2863.699951171875,0.011654316651872408,1
